"Mass","formula","element_comp","class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
215.0561139,"C9H12O6","CHO","unsaturated/lignin",1.33,0.67,0.1667,0,9,12,6,0,0,0
215.0673257,"C8H12O5N2","CHON","aliphatic",1.5,0.62,-0.1429,0.5,8,12,5,2,0,0
215.0924924,"C10H16O5","CHO","aliphatic",1.6,0.5,0.0667,-0.6,10,16,5,0,0,0
215.1037185,"C9H16O4N2","CHON","aliphatic",1.78,0.44,-0.2,-0.2222,9,16,4,2,0,0
215.1288621,"C11H20O4","CHO","aliphatic",1.82,0.36,0,-1.0909,11,20,4,0,0,0
215.1401063,"C10H20O3N2","CHON","aliphatic",2,0.3,-0.2308,-0.8,10,20,3,2,0,0
215.1476002,"C12H24O1S1","CHOS","aliphatic",2,0.08,-0.0476,-1.6667,12,24,1,0,1,0
215.1652583,"C12H24O3","CHO","aliphatic",2,0.25,-0.0476,-1.5,12,24,3,0,0,0
215.9464358,"C6H2O7P1","CHOP","condensed_arom",0.33,1.17,1.3333,2,6,2,7,0,0,1
215.9830451,"C7H6O6P1","CHOP","aromatic",0.86,0.86,0.5,0.8571,7,6,6,0,0,1
216.0302053,"C11H7O4N1","CHON","condensed_arom",0.64,0.36,0.75,0.3636,11,7,4,1,0,0
216.0416068,"C10H7O3N3","CHON","condensed_arom",0.7,0.3,0.8182,0.8,10,7,3,3,0,0
216.0490554,"C12H11O1N1S1","CHONS","aromatic",0.92,0.08,0.5789,-0.3333,12,11,1,1,1,0
216.0513319,"C8H11O6N1","CHON","unsaturated/lignin",1.38,0.75,0,0.5,8,11,6,1,0,0
216.087734,"C9H15O5N1","CHON","aliphatic",1.67,0.56,-0.0909,-0.2222,9,15,5,1,0,0
216.0989746,"C8H15O4N3","CHON","aliphatic",1.88,0.5,-0.6667,0.25,8,15,4,3,0,0
216.1241088,"C10H19O4N1","CHON","aliphatic",1.9,0.4,-0.1429,-0.8,10,19,4,1,0,0
216.8916104,"C6H2O1S4","CHOS","condensed_arom",0.33,0.17,1,1.3333,6,2,1,0,4,0
216.9240857,"C5H1O5N1S1P1","CHONSP","unsaturated/lignin",0.2,1,-2,2.8,5,1,5,1,1,1
216.9603674,"C6H5O4N1S1P1","CHONSP","aromatic",0.83,0.67,0.5,1.3333,6,5,4,1,1,1
216.9811471,"C7H6O6S1","CHOS","unsaturated/lignin",0.86,0.86,0.3333,1.1429,7,6,6,0,1,0
216.9812457,"C7H6O6S1","CHOS","unsaturated/lignin",0.86,0.86,0.3333,1.1429,7,6,6,0,1,0
216.9924181,"C6H6O5N2S1","CHONS","unsaturated/lignin",1,0.83,-1,2,6,6,5,2,1,0
217.0142355,"C11H6O5","CHO","condensed_arom",0.55,0.45,0.7647,0.3636,11,6,5,0,0,0
217.0176151,"C8H10O5S1","CHOS","unsaturated/lignin",1.25,0.62,0.1111,0.25,8,10,5,0,1,0
217.0353408,"C8H10O7","CHO","unsaturated/lignin",1.25,0.88,0.1111,0.5,8,10,7,0,0,0
217.0465913,"C7H10O6N2","CHON","unsaturated/lignin",1.43,0.86,-0.5,1.1429,7,10,6,2,0,0
217.0506077,"C12H10O4","CHO","aromatic",0.83,0.33,0.6,-0.1667,12,10,4,0,0,0
217.0717556,"C9H14O6","CHO","aliphatic",1.56,0.67,0,-0.2222,9,14,6,0,0,0
217.0829858,"C8H14O5N2","CHON","aliphatic",1.75,0.62,-0.4286,0.25,8,14,5,2,0,0
217.0870154,"C13H14O3","CHO","unsaturated/lignin",1.08,0.23,0.4783,-0.6154,13,14,3,0,0,0
217.1081261,"C10H18O5","CHO","aliphatic",1.8,0.5,-0.0667,-0.8,10,18,5,0,0,0
217.1193678,"C9H18O4N2","CHON","aliphatic",2,0.44,-0.4,-0.4444,9,18,4,2,0,0
217.1233889,"C14H18O2","CHO","unsaturated/lignin",1.29,0.14,0.3846,-1,14,18,2,0,0,0
217.1445409,"C11H22O4","CHO","aliphatic",2,0.36,-0.1111,-1.2727,11,22,4,0,0,0
218.0029744,"C9H5O2N3S1","CHONS","condensed_arom",0.56,0.22,1,1.1111,9,5,2,3,1,0
218.0282677,"C11H9O2N1S1","CHONS","aromatic",0.82,0.18,0.625,0,11,9,2,1,1,0
218.0669931,"C8H13O6N1","CHON","aliphatic",1.62,0.75,-0.25,0.25,8,13,6,1,0,0
218.1033712,"C9H17O5N1","CHON","aliphatic",1.89,0.56,-0.2727,-0.4444,9,17,5,1,0,0
218.1078375,"C10H20O3P1","CHOP","aliphatic",2,0.3,-0.1333,-1.4,10,20,3,0,0,1
218.121934,"C10H21O2N1S1","CHONS","aliphatic",2.1,0.2,-0.2857,-1.2,10,21,2,1,1,0
218.969303,"C9H4O1N2S2","CHONS","condensed_arom",0.44,0.11,1,0.8889,9,4,1,2,2,0
218.9935225,"C10H4O6","CHO","condensed_arom",0.4,0.6,0.8571,0.8,10,4,6,0,0,0
219.0298821,"C11H8O5","CHO","aromatic",0.73,0.45,0.6471,0.1818,11,8,5,0,0,0
219.0332242,"C8H12O5S1","CHOS","aliphatic",1.5,0.62,-0.1111,0,8,12,5,0,1,0
219.0509939,"C8H12O7","CHO","aliphatic",1.5,0.88,-0.1111,0.25,8,12,7,0,0,0
219.0564136,"C14H8O1N2","CHON","condensed_arom",0.57,0.07,0.8261,0,14,8,1,2,0,0
219.0622159,"C7H12O6N2","CHON","aliphatic",1.71,0.86,-1,0.8571,7,12,6,2,0,0
219.0662657,"C12H12O4","CHO","aromatic",1,0.33,0.5,-0.3333,12,12,4,0,0,0
219.0773038,"C11H12O3N2","CHON","unsaturated/lignin",1.09,0.27,0.4667,0,11,12,3,2,0,0
219.0811027,"C8H16O3N2S1","CHONS","aliphatic",2,0.38,-0.7143,-0.25,8,16,3,2,1,0
219.0873652,"C9H16O6","CHO","aliphatic",1.78,0.67,-0.1667,-0.4444,9,16,6,0,0,0
219.0874433,"C9H16O6","CHO","aliphatic",1.78,0.67,-0.1667,-0.4444,9,16,6,0,0,0
219.0986204,"C8H16O5N2","CHON","aliphatic",2,0.62,-0.7143,0,8,16,5,2,0,0
219.1026721,"C13H16O3","CHO","unsaturated/lignin",1.23,0.23,0.3913,-0.7692,13,16,3,0,0,0
219.1237814,"C10H20O5","CHO","aliphatic",2,0.5,-0.2,-1,10,20,5,0,0,0
219.1390394,"C14H20O2","CHO","unsaturated/lignin",1.43,0.14,0.3077,-1.1429,14,20,2,0,0,0
219.1754685,"C15H24O1","CHO","aliphatic",1.6,0.07,0.2414,-1.4667,15,24,1,0,0,0
220.0038582,"C13H3O3N1","CHON","condensed_arom",0.23,0.23,1,0.4615,13,3,3,1,0,0
220.0286149,"C7H11O5N1S1","CHONS","aliphatic",1.57,0.71,-0.6,0.5714,7,11,5,1,1,0
220.0505524,"C8H14O5P1","CHOP","aliphatic",1.75,0.62,-0.2222,-0.5,8,14,5,0,0,1
220.0615095,"C11H11O4N1","CHON","aromatic",1,0.36,0.5,0,11,11,4,1,0,0
220.082681,"C8H15O6N1","CHON","aliphatic",1.88,0.75,-0.5,0,8,15,6,1,0,0
220.0979197,"C12H15O3N1","CHON","unsaturated/lignin",1.25,0.25,0.3684,-0.5,12,15,3,1,0,0
220.9010547,"C4H1O4N1S2P1","CHONSP","unsaturated/lignin",0.25,1,0.25,3.5,4,1,4,1,2,1
220.9230089,"C6H6O1S4","CHOS","unsaturated/lignin",1,0.17,-0.3333,0.6667,6,6,1,0,4,0
220.9728973,"C9H2O7","CHO","condensed_arom",0.22,0.78,1,1.3333,9,2,7,0,0,0
221.0091385,"C10H6O6","CHO","condensed_arom",0.6,0.6,0.7143,0.6,10,6,6,0,0,0
221.0455334,"C11H10O5","CHO","aromatic",0.91,0.45,0.5294,0,11,10,5,0,0,0
221.0489286,"C8H14O5S1","CHOS","aliphatic",1.75,0.62,-0.3333,-0.25,8,14,5,0,1,0
221.0666664,"C8H14O7","CHO","aliphatic",1.75,0.88,-0.3333,0,8,14,7,0,0,0
221.0819206,"C12H14O4","CHO","unsaturated/lignin",1.17,0.33,0.4,-0.5,12,14,4,0,0,0
221.0931546,"C11H14O3N2","CHON","unsaturated/lignin",1.27,0.27,0.3333,-0.1818,11,14,3,2,0,0
221.1030352,"C9H18O6","CHO","aliphatic",2,0.67,-0.3333,-0.6667,9,18,6,0,0,0
221.1183154,"C13H18O3","CHO","unsaturated/lignin",1.38,0.23,0.3043,-0.9231,13,18,3,0,0,0
221.1546956,"C14H22O2","CHO","aliphatic",1.57,0.14,0.2308,-1.2857,14,22,2,0,0,0
222.0407576,"C10H9O5N1","CHON","aromatic",0.9,0.5,0.5385,0.4,10,9,5,1,0,0
222.0441312,"C7H13O5N1S1","CHONS","aliphatic",1.86,0.71,-1,0.2857,7,13,5,1,1,0
222.0619653,"C7H13O7N1","CHON","aliphatic",1.86,1,-1,0.5714,7,13,7,1,0,0
222.077174,"C11H13O4N1","CHON","unsaturated/lignin",1.18,0.36,0.375,-0.1818,11,13,4,1,0,0
222.0983404,"C8H17O6N1","CHON","aliphatic",2.12,0.75,-0.75,-0.25,8,17,6,1,0,0
222.1249904,"C11H17O2N3","CHON","aliphatic",1.55,0.18,0.1429,-0.3636,11,17,2,3,0,0
222.9384587,"C6H8O1S4","CHOS","unsaturated/lignin",1.33,0.17,-1,0.3333,6,8,1,0,4,0
222.9860054,"C13H4O2S1","CHOS","condensed_arom",0.31,0.15,0.9091,0.1538,13,4,2,0,1,0
222.9883949,"C9H4O7","CHO","condensed_arom",0.44,0.78,0.8182,1.1111,9,4,7,0,0,0
223.0247963,"C10H8O6","CHO","aromatic",0.8,0.6,0.5714,0.4,10,8,6,0,0,0
223.0280056,"C7H12O6S1","CHOS","aliphatic",1.71,0.86,-0.6667,0.2857,7,12,6,0,1,0
223.0284055,"C7H12O6S1","CHOS","aliphatic",1.71,0.86,-0.6667,0.2857,7,12,6,0,1,0
223.0400264,"C14H8O3","CHO","condensed_arom",0.57,0.21,0.76,-0.1429,14,8,3,0,0,0
223.0459763,"C7H12O8","CHO","aliphatic",1.71,1.14,-0.6667,0.5714,7,12,8,0,0,0
223.0611953,"C11H12O5","CHO","unsaturated/lignin",1.09,0.45,0.4118,-0.1818,11,12,5,0,0,0
223.064555,"C8H16O5S1","CHOS","aliphatic",2,0.62,-0.5556,-0.5,8,16,5,0,1,0
223.0822811,"C8H16O7","CHO","aliphatic",2,0.88,-0.5556,-0.25,8,16,7,0,0,0
223.097536,"C12H16O4","CHO","unsaturated/lignin",1.33,0.33,0.3,-0.6667,12,16,4,0,0,0
223.0976107,"C12H16O4","CHO","unsaturated/lignin",1.33,0.33,0.3,-0.6667,12,16,4,0,0,0
223.1087155,"C11H16O3N2","CHON","unsaturated/lignin",1.45,0.27,0.2,-0.3636,11,16,3,2,0,0
223.1339632,"C13H20O3","CHO","aliphatic",1.54,0.23,0.2174,-1.0769,13,20,3,0,0,0
223.1703292,"C14H24O2","CHO","aliphatic",1.71,0.14,0.1538,-1.4286,14,24,2,0,0,0
224.0200099,"C9H7O6N1","CHON","aromatic",0.78,0.67,0.6,0.8889,9,7,6,1,0,0
224.0564241,"C10H11O5N1","CHON","unsaturated/lignin",1.1,0.5,0.3846,0.2,10,11,5,1,0,0
224.0928471,"C11H15O4N1","CHON","unsaturated/lignin",1.36,0.36,0.25,-0.3636,11,15,4,1,0,0
224.1038481,"C10H15O3N3","CHON","aliphatic",1.5,0.3,0.0909,0,10,15,3,3,0,0
224.1292237,"C12H19O3N1","CHON","aliphatic",1.58,0.25,0.1579,-0.8333,12,19,3,1,0,0
224.9143068,"C8H2O2S3","CHOS","condensed_arom",0.25,0.25,1,1,8,2,2,0,3,0
224.9326957,"C4H5O4N1S2P1","CHONSP","condensed_arom",1.25,1,1.25,2.5,4,5,4,1,2,1
224.9468305,"C4H6O3N2S3","CHONS","condensed_arom",1.5,0.75,1.4,3,4,6,3,2,3,0
224.9543179,"C6H10O1S4","CHOS","aliphatic",1.67,0.17,-1.6667,0,6,10,1,0,4,0
224.9797525,"C8H6O2N2S2","CHONS","condensed_arom",0.75,0.25,0.6667,1,8,6,2,2,2,0
225.0040619,"C9H6O7","CHO","aromatic",0.67,0.78,0.6364,0.8889,9,6,7,0,0,0
225.0076533,"C6H10O7S1","CHOS","aliphatic",1.67,1.17,-1.6667,1,6,10,7,0,1,0
225.0193407,"C13H6O4","CHO","condensed_arom",0.46,0.31,0.8182,0.1538,13,6,4,0,0,0
225.0226924,"C10H10O4S1","CHOS","unsaturated/lignin",1,0.4,0.4286,0,10,10,4,0,1,0
225.0404405,"C10H10O6","CHO","unsaturated/lignin",1,0.6,0.4286,0.2,10,10,6,0,0,0
